artist_name,track_id,track_name,acousticness,danceability,duration_ms,energy,instrumentalness,key,liveness,loudness,mode,speechiness,tempo,time_signature,valence,popularity
BoTalks,00Ht3Ere2r0Z2nUqX1gI0r,Know U Anymore (feat. Sarah Hyland) - ye. Remix,0.0996,0.747,173077,0.504,0.000589,10,0.0874,-7.681,0,0.0431,104.038,4,0.0997,21
Anna Burch,64hkYaWkGlkoXX75axo0Yg,In Your Dreams,0.10800000000000001,0.375,208922,0.634,0.00149,5,0.109,-5.063,1,0.0264,75.307,4,0.382,25
Girls With Short Hair,4ZCKjYDoKM8AAY9YNEl7Yp,Malt Liquor,0.0852,0.778,205009,0.506,0.894,9,0.106,-7.946000000000001,0,0.0629,82.016,4,0.192,33
Kathleen Madigan,51HNLw4bc3vK33IF0M4PDy,"The Villages, Florida",0.8059999999999999,0.5329999999999999,204177,0.81,0.0,8,0.855,-7.3229999999999995,1,0.721,91.905,3,0.42,28
Kathleen Madigan,4ebv3r2gmeoUGiit3yXOT3,Car Crash vs. Plane Crash,0.816,0.552,106002,0.828,0.0,7,0.748,-6.98,1,0.7170000000000001,125.43,3,0.687,27
Lovett,61XUwZVs3rHOvMnOI4o2PM,Monsters,0.826,0.165,102825,0.0542,0.915,5,0.0744,-20.44,0,0.0607,142.708,4,0.0336,35
Lance Lopez,1Mv4WAZom2RnpDt7SKD0xV,The Real Deal,0.00719,0.425,203200,0.86,0.00137,2,0.163,-3.18,1,0.0398,90.03,4,0.452,33
Freezy,69dHCVCbP6TnwDq1AgM5vS,Split In di Middle,0.000303,0.659,139695,0.767,0.00173,5,0.27399999999999997,-7.564,0,0.326,188.804,3,0.6629999999999999,35
Andy Stokes,7wN5dmOZ8VvzOUniwG4299,Best Day Ever,0.128,0.787,217875,0.745,0.000117,7,0.106,-6.254,0,0.0791,99.001,4,0.675,40
Workout Citi,753mhqueHBdRETSuRm9o9t,Full Focus,0.0422,0.78,179054,0.488,0.946,1,0.136,-12.914000000000001,1,0.0618,139.99200000000002,4,0.961,29
Break Science,5quVbvSBPwottbtneACtdQ,Guiding Light,0.00139,0.49200000000000005,200663,0.684,0.7509999999999999,6,0.18,-5.1610000000000005,0,0.0337,146.089,4,0.502,27
Angela Chang,56YRzZx4QAyhvhfLmSqxK6,沒離開過 (電影《南極之戀》全球推廣曲),0.675,0.469,306565,0.581,0.0,7,0.126,-5.557,0,0.0349,113.542,4,0.132,37
L. Martin,0Cumw1LEBOMG7yKBEBsM1C,Skipping Rocks,0.456,0.725,163989,0.424,0.013000000000000001,9,0.10800000000000001,-10.387,0,0.032,117.006,4,0.755,21
BrandedBracnh,6T8DFxrmY8y03FGYDxkmpg,Get Money By Any Means,0.563,0.8009999999999999,103445,0.988,0.7829999999999999,0,0.0544,-10.812000000000001,0,0.0389,129.99200000000002,4,0.987,6
El Speaker,4PdWbjbhdaQrSlnXEcXY1E,Medicine (feat. Antonella),0.14400000000000002,0.619,166441,0.531,0.000967,0,0.11199999999999999,-6.2860000000000005,1,0.0388,121.96700000000001,4,0.249,46
Ludwig van Beethoven,6I2QFue84mphztMrOMfpuB,"Piano Sonata No. 14 In C Sharp Minor, Op. 27, No. 2 -""Moonlight"": 1. Adagio sostenuto",0.995,0.141,316440,0.00242,0.945,1,0.113,-40.843,0,0.0416,168.391,3,0.10300000000000001,27
Riff Raff,3CdUQ5OLDk0iW2xaa4J87P,Big Ballers (feat. Philthy Rich & Dolla Bill Gates),0.191,0.737,203906,0.721,0.0,6,0.151,-5.3420000000000005,1,0.382,160.18,4,0.672,14
Cro,39RFqisjw2m1CJAVZVqmtu,Computiful - Carlifornia RMX,0.7559999999999999,0.643,246984,0.611,0.01,9,0.17800000000000002,-8.121,0,0.0507,135.04,4,0.555,47
Fvmeless,2XtkpbawHnCMng5OsUrTWv,No Holidays,0.00238,0.764,189654,0.514,0.0,0,0.0645,-5.585,1,0.13,130.045,4,0.289,19
QBD,0eEG0wJFCALXdhsfU4KjfF,Limitless (feat. Jay Griffy),0.597,0.764,241890,0.6509999999999999,2.33e-06,10,0.0745,-9.401,0,0.0546,127.045,4,0.504,0
Rain Sounds,5lzBvqMjmyhwN6K4OftNh0,Forescast Rain,0.129,0.138,108904,0.998,0.9490000000000001,11,0.57,-14.472999999999999,1,0.0471,71.007,4,0.0147,36
ZZ Ward,6d2KLG5rOkq68oemv7grT4,Domino - Lars Stalfors Mix,0.0731,0.8440000000000001,170097,0.7609999999999999,1.07e-05,0,0.0541,-6.526,1,0.0537,120.012,4,0.653,26
Jason Crabb,1OaKx1T2hdUZFCv4keYd3h,Short Are the Years,0.20600000000000002,0.541,220427,0.5589999999999999,6.23e-05,1,0.158,-7.57,1,0.03,140.012,4,0.22,17
Rionexx,4bKf3mnfQjxh6A32YFS5oz,Sonmeno,0.13,0.7879999999999999,131474,0.7959999999999999,0.7170000000000001,8,0.139,-5.732,1,0.0516,153.82,4,0.804,0
Jericho Jackson,2qG2BN90jbc5aUYfk4psXp,Breguets,0.0863,0.504,183653,0.6709999999999999,0.0,0,0.0692,-5.996,1,0.322,178.387,3,0.501,25
YoungMin You,6ef5qGPyhio7vBNLXJjk4u,The Greatest Showman Piano Medley (All Songs),0.941,0.309,351184,0.327,0.877,7,0.193,-13.198,1,0.0412,149.588,5,0.205,28
SkysDarkerThanNight,5MVleFOljSu2N34uNJHs7s,Mad For No Reason,0.9229999999999999,0.7979999999999999,98795,0.981,0.972,9,0.105,-7.872000000000001,0,0.0548,129.991,3,0.96,32
Thundercat,2IeI8MQ9XOtMlrDHs2oKGO,I Am Crazy (Chopnotslop Remix),0.183,0.9470000000000001,65973,0.395,0.133,1,0.139,-14.207,1,0.507,131.053,4,0.6809999999999999,27
KDtheSinger,2YX94o6xENGqXZ1hJtfRFR,Martin & Gina,0.235,0.512,200865,0.578,0.0,0,0.141,-8.814,1,0.0623,159.92600000000002,4,0.299,13
Feverwar,7Fxty75sL7XEks8hQ4IAJD,Rhektt,0.007109999999999999,0.366,238936,0.9109999999999999,0.0,6,0.0861,-3.8280000000000003,0,0.12,120.46,4,0.648,1
Katie Pruitt,5mZRggYac1vcrY37kj1rsi,Katie Pruitt - Loving Her (OurVinyl Live EP),0.0923,0.436,364625,0.493,0.000102,10,0.14400000000000002,-13.04,1,0.0417,78.854,4,0.466,29
Los Remis,0GnAccMWkBH3Ze8Nq07CSy,A Tu Salud,0.35200000000000004,0.637,199133,0.575,9.27e-06,8,0.318,-9.382,1,0.161,180.02200000000002,3,0.9129999999999999,26
RoadRunningTeam,0MNz0a002b4rSRxbmUsL2O,Keys to the Streets,0.0915,0.9620000000000001,99866,0.33799999999999997,0.972,9,0.0689,-10.708,0,0.11,130.083,4,0.973,3
AllStarPlayers,4tnJFeKFuCtOisVUezLyM2,Blow You Out Like a Candle,0.294,0.7140000000000001,103863,0.518,0.0018399999999999998,5,0.075,-10.295,0,0.0408,97.436,1,0.963,0
Scott Bradlee's Postmodern Jukebox,0cLtt4WjV1BEKS8Z0OGxNB,Alone,0.9520000000000001,0.5479999999999999,182415,0.205,0.00139,2,0.106,-12.32,1,0.0423,117.11200000000001,3,0.426,30
Jeffrey Timberland,7rOZPw9Qt0seWCOWHmF2Wb,Alone,0.00442,0.507,34914,0.491,0.867,11,0.5710000000000001,-14.763,1,0.0346,116.515,4,0.381,0
Jeremy Passion,7g8SV8urG4YkySmL4J1fwz,All Smiles,0.0279,0.838,278387,0.32799999999999996,0.0,8,0.107,-11.328,0,0.0398,96.03299999999999,4,0.618,30
Nasty Nate,75ZG2Jciwy7vxtpZnmnNSU,Won't Change (feat. Lil Pete),0.00343,0.537,194627,0.632,0.0,0,0.568,-6.142,1,0.0434,89.915,4,0.0736,15
Rikard From,0RpTGTXWEThhPejyHOikDW,Adrift,0.9940000000000001,0.489,259504,0.0055,0.853,5,0.0893,-33.37,1,0.0471,109.89,4,0.0602,32
Ricki Ferrier,13bg2DcUkNbKMn5Z9eOxj4,Sorry,0.0896,0.461,240027,0.387,0.0,8,0.0779,-14.88,1,0.0471,139.486,5,0.203,1
El Fisico,6fwrBmjRwm4cCFjQUZXOFQ,Una Noche,0.297,0.789,190459,0.546,0.000183,2,0.066,-7.257000000000001,0,0.11,92.01799999999999,4,0.914,48
BlockShooters,38uUcAzVIVbgFFz0kCzDEK,Block Boyz,0.38799999999999996,0.941,96758,0.40299999999999997,0.932,0,0.0897,-10.168,0,0.17600000000000002,129.895,3,0.978,0
Paperfiends,1fKCaK1PoNHZGWb4ZW8hmS,Plug Favourite Trapper,0.0486,0.57,97907,0.5489999999999999,0.7709999999999999,10,0.102,-11.035,0,0.0392,129.998,3,0.873,2
Junkie XL,3ako5axp5nDbp5KD0d4POK,Remember This,0.978,0.152,206120,0.0379,0.973,0,0.0808,-25.366,0,0.0453,61.776,4,0.0316,35
Chase,2CRKCfgo7JFA4S4YQUIDn3,Old Habits,0.32799999999999996,0.433,207378,0.42700000000000005,1.76e-05,7,0.16,-11.633,1,0.26899999999999996,177.84,4,0.23199999999999998,16
Joseph Amuletos La Banda,2QPcQXykVUCLZaXgmVUWRW,Estoy enamorado,0.43200000000000005,0.818,208519,0.762,8.950000000000001e-05,2,0.289,-7.239,1,0.0309,129.99,4,0.97,16
Smerz,1shEDBwt42eebjCHN2kKp8,Oh my my,0.6920000000000001,0.542,158545,0.335,0.0009390000000000001,9,0.14300000000000002,-11.088,1,0.314,131.362,4,0.318,34
Damian Wyldes,4pBs7bMidmsPKv1380Voh9,Disengage,0.6809999999999999,0.27399999999999997,335872,0.38799999999999996,0.000944,6,0.14300000000000002,-6.074,0,0.034,95.242,1,0.1,28
Moshe Peretz,6U9JPKqcYs3Q6EbTjVYUxi,היינו שניים,0.6809999999999999,0.8240000000000001,234146,0.597,6.34e-06,2,0.266,-8.071,0,0.0387,123.036,4,0.722,37
Tedua,1fHP9qfz4v4df0XiAppzmf,La legge del più forte,0.217,0.6970000000000001,187053,0.637,0.0,7,0.17800000000000002,-7.372999999999999,1,0.3,126.678,4,0.40299999999999997,60
Dan Bull,5gSF0cPinpHZPVRDyN7AZg,Hanzo on Hanzo Forth,0.0751,0.685,231923,0.732,0.0,1,0.285,-4.949,1,0.243,87.988,4,0.366,29
SoDown,0hsOOQFutrhEfrYkCo4Dyc,Kill Em,0.00143,0.6990000000000001,243200,0.919,0.39799999999999996,9,0.657,-3.877,1,0.147,149.996,4,0.32899999999999996,22
Rosendale,2X71TfojGPTAhBJO7uqh5H,Divine,0.21600000000000003,0.735,183273,0.6940000000000001,1.61e-06,6,0.0869,-5.57,0,0.0462,110.012,4,0.755,23
Camille Saint-Saëns,7yDAPXFZeNOrg1PlXOAQBw,"Sonate pour basson avec accompagnement piano, Op. 168: I. Allegretto moderato",0.993,0.13699999999999998,162476,0.0279,0.9690000000000001,7,0.10800000000000001,-25.642,1,0.0418,168.15900000000002,4,0.0797,44
Alexandrina Simeon Quintett,0hC6kKiAdjDECSyhUKT5ZM,"Dilmano, Dilbero",0.616,0.648,312082,0.439,0.012,5,0.10800000000000001,-12.732000000000001,0,0.063,120.164,4,0.391,7
Baldwin Sauerwein,5u3QCW6TWTUbro8QrwFLGw,Freezing Party,0.763,0.637,166191,0.6890000000000001,1e-05,7,0.335,-6.093,1,0.0434,111.969,4,0.821,27
ALi,28GPP4sWPN4Jnv07KpuTeX,Only You,0.41600000000000004,0.62,190615,0.79,0.0,5,0.156,-3.552,0,0.0383,96.03399999999999,4,0.6729999999999999,21
Paul Kalkbrenner,2XTmGOFMklOUffBmovTUjo,Part Three,0.423,0.9109999999999999,228787,0.738,0.7390000000000001,0,0.149,-9.471,0,0.0977,130.037,4,0.9059999999999999,41
Phillip Larue,7aJ7wK3dBYu9o93UQZpatT,Chasing Stars,0.121,0.6890000000000001,233386,0.501,0.000126,11,0.114,-9.935,1,0.0306,128.986,4,0.396,35
Port Mystic,0qHzFWzVnu8enDaxEzAr4A,Running Bear,0.7829999999999999,0.7829999999999999,238000,0.45299999999999996,0.524,0,0.0796,-11.286,1,0.0441,105.02,4,0.24100000000000002,11
Los Titanes De Durango,5K3hHOmEfRFM3ioPkwKm7G,Hay Como Duele,0.11,0.623,211627,0.382,0.0,5,0.10400000000000001,-9.38,1,0.0595,181.005,3,0.647,33
Jooyoung,5v0VGRBArMLF7uhwND7AuJ,Fountain,0.09300000000000001,0.45899999999999996,184720,0.519,0.000315,11,0.11800000000000001,-7.843999999999999,0,0.0788,171.606,4,0.43,31
Ramin Djawadi,0c9PzZoXHxPrmC0EDoXgNN,Forgive Me,0.0843,0.0969,190973,0.268,0.922,6,0.135,-17.189,0,0.0378,83.984,3,0.0326,20
Skater,3Cl0hUmYxVMj3oNRHJeA8J,Euphoria,0.0586,0.705,211765,0.46399999999999997,0.748,6,0.063,-7.749,0,0.0401,136.006,4,0.43700000000000006,18
Ana Baby,3EUegb4xTrdNoWHPqJHta3,Ride,0.10400000000000001,0.862,207013,0.545,1.3300000000000001e-05,6,0.0768,-8.588,0,0.154,99.978,4,0.617,4
DJ Licious,4WoocOd6VBoUJHXcALhI57,Twisted Games (feat. Jack Hawitt),0.271,0.782,191949,0.7140000000000001,7.95e-06,9,0.221,-6.317,0,0.0982,120.03,4,0.47,39
Lorenzo,18HdKcfOSdzD0xQtZlqelE,Ohnanah,0.0148,0.746,207500,0.775,0.0005780000000000001,1,0.12,-4.814,1,0.0768,95.971,4,0.5710000000000001,36
GRANT,3wosbE0ntJ3yqUVLUUuTFM,Wicked,0.16399999999999998,0.5920000000000001,232010,0.7240000000000001,0.0,1,0.131,-6.6579999999999995,1,0.0611,129.988,4,0.429,44
TRU Concept,1QhyCPHfGYCGYTu1T6YYEo,Save Me,0.14400000000000002,0.8029999999999999,195898,0.745,0.0331,7,0.304,-5.055,0,0.0319,122.02,4,0.33399999999999996,52
Anthem Lights,1ZjxwbfECH4JEjbDVvHoSy,"10,000 Reasons / What a Beautiful (feat. Caleb and Kelsey)",0.868,0.512,178190,0.261,0.0,2,0.128,-6.422000000000001,1,0.0293,71.78399999999999,4,0.209,32
GARNiDELiA,0Ez3yZpgl1JLAsCX1K7VaB,Aikotoba,0.0057,0.639,262027,0.95,0.00193,9,0.214,-1.619,1,0.0396,148.0,4,0.797,36
"You, Me, And Everyone We Know",2pOTuHb05JREGkyx3padAu,Carolina Heat,0.55,0.599,196440,0.444,0.0,1,0.11800000000000001,-7.7139999999999995,1,0.0721,155.167,4,0.764,30
The Republic of Wolves,5vfxlWeOuWZp4T26HUL3VR,Bask,0.00286,0.341,231454,0.763,0.0248,9,0.34700000000000003,-4.873,0,0.0441,131.946,3,0.161,18
DOM,3wsuIBNdIKFqZX9V6GrhhZ,More,0.0639,0.7859999999999999,195115,0.48,0.205,1,0.0746,-8.206,1,0.214,130.042,4,0.251,28
Alina K,5WNf2txFRIGC4YwVllZeae,Would You,0.23800000000000002,0.608,225793,0.725,1.56e-05,9,0.11,-5.537999999999999,0,0.053,118.00299999999999,4,0.34600000000000003,2
David Bazan,7pn4G9XKjPON5ANjB7Xf7f,My Body,0.00257,0.518,309213,0.7709999999999999,0.0704,7,0.0776,-6.175,1,0.0291,97.97399999999999,4,0.708,20
A Place To Bury Strangers,7xZ56khR75wYY1yQKToWpw,Look Me in the Eye,0.000519,0.502,111940,0.9259999999999999,0.0105,1,0.191,-7.152,1,0.0489,98.51799999999999,4,0.29,22
Teison,1JCVWHBj6XTlzplfrlCnPT,Lost in Paris,0.12300000000000001,0.6859999999999999,179838,0.645,2.9100000000000003e-05,7,0.0935,-7.109,1,0.0321,94.95100000000001,4,0.525,31
Gentle Bones,03FZrEsGzwPnlULT0VY6B7,7OVE YOU,0.162,0.7120000000000001,181667,0.747,5.39e-06,5,0.34700000000000003,-6.547000000000001,0,0.115,108.006,4,0.78,37
Field Report,4LZY6g20lLpwQDRcndNl9a,Blind Spot,0.141,0.47100000000000003,219267,0.7040000000000001,0.00011100000000000001,7,0.48700000000000004,-7.736000000000001,1,0.0342,84.02600000000001,4,0.258,25
Wajatta,4MeXvrp3F0zema4qBODCOb,Slippin',0.073,0.8909999999999999,274872,0.7,0.000184,5,0.0463,-9.4,0,0.128,116.985,4,0.8370000000000001,11
Yuleidy Brito,7J4rxLKL2OvBU8wQm0XahQ,Como Vivir Sin Ti,0.816,0.8059999999999999,167236,0.47600000000000003,0.0,9,0.0795,-6.348,1,0.0483,120.007,4,0.843,30
familypet,6C5lNztX0I6bMs8dZPdX4e,proud of me,0.000936,0.42,216489,0.875,0.0,0,0.0992,-5.127000000000001,1,0.0537,168.13,4,0.196,33
Galactic Empire,0JIY5BDYZwmnHl0AYt1gw3,Scherzo for X-Wings,7.75e-05,0.43200000000000005,138013,0.9590000000000001,0.36,11,0.326,-3.592,0,0.0819,153.025,3,0.544,14
Antonín Dvořák,1RNggCKPZN44aWd8WUsctu,Songs My Mother Taught Me,0.981,0.257,146147,0.138,0.359,2,0.0798,-18.295,1,0.040999999999999995,65.008,3,0.0372,11
Scott Bradlee's Postmodern Jukebox,5gNrnCeECTcJ950RmuXdS7,Chasing Pavements,0.8340000000000001,0.517,208825,0.524,0.0,3,0.125,-6.6160000000000005,1,0.0653,109.029,4,0.53,34
Aubrey Huntsman,5kI7UfVz22HsKJniJY096Y,Northern California,0.938,0.233,224327,0.165,0.212,1,0.109,-19.862000000000002,1,0.0408,81.21600000000001,4,0.193,27
MANSHN,6EEkRl6lc5Xq5pybcvPoE4,Psycho - Remix,0.124,0.503,277834,0.6759999999999999,0.0,10,0.0715,-4.686,1,0.0654,145.174,4,0.48,1
Vacations,0zFymu1UoPGYjkqUE6t1RL,In Retrospect,0.0178,0.579,226592,0.8240000000000001,0.6729999999999999,6,0.0871,-8.962,1,0.0319,134.999,4,0.727,31
916frosty,56HKBZiD4W9scHinZ8N8FI,No Way,0.0169,0.743,211530,0.642,0.00238,2,0.10800000000000001,-9.158,1,0.0561,146.97,4,0.165,35
ESTA.,1QPumjGUd99kNABIODKXLX,Dreamland,0.5770000000000001,0.7090000000000001,130909,0.273,0.6829999999999999,2,0.136,-13.911,1,0.136,109.91799999999999,4,0.131,29
Maître Gims,5D17hedfEqxYquJtQomYCF,Mon cœur meurtri,0.146,0.905,195080,0.677,7.96e-05,6,0.10099999999999999,-6.409,0,0.0754,128.007,4,0.71,24
Maître Gims,4wTUUhhxBAPQymEkjvMSZU,Ana Fi Dar,0.161,0.8370000000000001,202320,0.669,0.000389,1,0.256,-6.385,1,0.0529,137.072,4,0.171,22
Estiva,5u7UqEwOyaEIoA1TLLFpz9,Rainbow (ASOT 856) [Progressive Pick],0.000295,0.46799999999999997,240439,0.885,0.9129999999999999,6,0.498,-12.811,1,0.0436,130.088,4,0.0399,17
Elijah the Boy,5BqjQKaaJQVMVNuv7SWQbc,Home to You,0.0735,0.7490000000000001,211070,0.5920000000000001,9.29e-06,1,0.239,-6.872000000000001,0,0.13,141.029,4,0.14,22
Vincent Ingala,4s6zQKQOcxfmxaTAUSL7BN,Personal Touch,0.447,0.652,224627,0.7959999999999999,0.8759999999999999,8,0.079,-9.88,1,0.0349,90.01299999999999,4,0.7559999999999999,33
Elise Trouw,1eAR4ygr6cMMEDs7kvKMTX,Line of Sight (Loop Version) [Live],0.745,0.609,226700,0.273,2.55e-05,3,0.11599999999999999,-12.544,1,0.0624,97.97399999999999,4,0.22399999999999998,30
Soft,30zj0qxt7UAnMRfHCOV3WP,Imagine,0.387,0.631,187559,0.857,0.0,5,0.0709,-1.8869999999999998,0,0.0468,105.206,4,0.6940000000000001,35
Big Something,0Rt3qsoyaeUa99soKHDhbg,Sundown Nomad (Mister Version),0.000143,0.447,372033,0.595,0.586,0,0.187,-5.481,1,0.0378,82.415,4,0.514,17
BRADIO,3UjPuKXGQNl92mj6Bjk4ZW,きらめきDancin',0.071,0.675,271465,0.909,0.0,4,0.0975,-3.5469999999999997,0,0.0676,126.09200000000001,4,0.7909999999999999,31
Antioch Live,47TC7Vje7NVSoG2EiWZiAZ,God of the Breakthrough,0.0305,0.48,243089,0.8140000000000001,0.0,4,0.299,-4.637,1,0.036000000000000004,94.015,4,0.226,12
Dan Romer,5c3GEGJ6TQBUUqeiILF6pW,The Blessing Just Takes Minutes,1.05e-05,0.35700000000000004,189851,0.9009999999999999,0.732,7,0.349,-8.156,1,0.036000000000000004,169.94799999999998,4,0.47100000000000003,25
Fearless Motivation,3tbm2r48LGgxzhTjtVc3C3,They Do Not Define Me (Motivational Speech),0.442,0.556,228958,0.6609999999999999,0.0,0,0.0477,-9.852,1,0.32,130.425,3,0.643,27
AFTA OURS,5FhuhnCitIywVSmAamcjjI,Rush,0.0329,0.8290000000000001,202882,0.863,0.0198,4,0.10400000000000001,-7.499,0,0.19399999999999998,119.98100000000001,4,0.529,2
Toño Rosario,3PCHLMLcqrnW07956M3UAA,Ete Que Ta Aquí (En Vivo),0.612,0.7040000000000001,246806,0.654,0.0005549999999999999,7,0.247,-8.452,0,0.0883,145.87,4,0.943,0
Daniel Avery,1BT73jEzULM5O39YKdgmsV,Stereo L,0.157,0.264,339600,0.615,0.0395,7,0.0953,-10.597000000000001,1,0.0361,96.985,4,0.457,21
Outside Soundworks,3kVG6YfwQqECXFgLKmeGYA,Unexpected Visions,0.341,0.184,102713,0.375,0.765,4,0.102,-13.72,0,0.0728,212.01,5,0.203,0
Eddie Santiago,41EZ9X6q3bqzqvUXa2XZhS,Jardín Prohibido,0.802,0.491,327866,0.52,0.0,3,0.0666,-12.752,1,0.039,160.154,4,0.879,20
Byron Juane,5GTQ8ZPillhDPOpbjQp16p,No Show Acapella,0.667,0.823,191329,0.545,0.0,6,0.152,-8.218,1,0.254,143.246,4,0.965,2
Your Life & Mine,1dRtmKVkLps4pKBnYIWwFS,I Fall Apart,0.0166,0.47600000000000003,236143,0.5589999999999999,1.09e-06,8,0.315,-5.702999999999999,0,0.0311,140.09799999999998,4,0.221,33
Dennis Sheperd,5psmmiQRmL5ttGoB4eqJu0,Amigos (ABGT276),0.00073,0.49,258462,0.754,0.958,2,0.292,-10.582,0,0.057,129.998,4,0.205,11
Yung Jae,6HuTOC4SxcpZEF46NmxvKV,Where I'm From,0.0398,0.7440000000000001,230544,0.746,0.0,11,0.11,-7.162999999999999,1,0.284,164.033,4,0.506,22
FrankJavCee,4XbA5PY8MhX2chcBmLtAcN,Million Ways to Love You,0.207,0.888,194000,0.613,0.00032,0,0.0812,-7.956,1,0.12300000000000001,119.946,4,0.648,29
warner case,325MldqDlHZmXAqYXg6l1z,Thereforeyou,0.426,0.759,240545,0.623,0.00434,3,0.124,-8.353,0,0.0884,110.06200000000001,4,0.298,31
Amarion,1T8mnn7plIp56WS3Sy5TwH,No Mas,0.11,0.455,180920,0.659,3.8900000000000004e-05,5,0.20199999999999999,-5.141,0,0.10400000000000001,177.57,4,0.495,26
Smyang Piano,02QInxTc5clEYfQ7Nda7pf,2! 3!,0.9079999999999999,0.49700000000000005,264986,0.135,0.8290000000000001,2,0.299,-23.435,1,0.11800000000000001,163.365,4,0.6579999999999999,40
Alice Phoebe Lou,5iHsdL5JjwpvezQ7kVOZQ1,Ocean - Mahogany Sessions,0.897,0.59,175636,0.138,0.00011599999999999999,4,0.0937,-11.669,0,0.0355,57.36,4,0.14300000000000002,42
Frankie J,0Q4T5RSB0k0ZOj17Wm15l2,Dame de Lo Tuyo - English Version,0.177,0.73,196924,0.747,0.0,6,0.131,-5.12,1,0.0349,100.05,4,0.599,29
Revancha Nortena,6AXqbuiWIUsxBFeGpEMsES,Explicale,0.195,0.754,185051,0.639,0.0,7,0.162,-3.556,1,0.0328,117.406,4,0.76,41
Joshua Moss,6OLCKFLE1LRrjsbF8eEY6s,Mother Tongue,0.54,0.428,314000,0.24600000000000002,0.7559999999999999,7,0.134,-14.753,1,0.0319,119.955,4,0.182,37
Waterbed,6EAe7pOgBQKWrZsu5ktDmT,Forever,0.214,0.5379999999999999,224534,0.725,0.00014199999999999998,1,0.1,-5.797000000000001,1,0.0373,161.088,3,0.718,5
Waterbed,3WmdQP1yiH6x8GwLo9rYID,Neon,0.435,0.657,219454,0.813,0.00041600000000000003,8,0.10099999999999999,-6.026,1,0.0467,119.073,4,0.20800000000000002,5
Chad Graham,5SdqyZSdpv0LdJlCJA5ebD,Reckless Love,0.884,0.41,219011,0.373,0.0,10,0.0809,-6.016,1,0.0425,83.521,3,0.337,29
El Mayor Clasico,1uQ1hoYnHYi0kw6ddE64rP,Ven Meneate,0.187,0.8240000000000001,212402,0.8959999999999999,0.000611,11,0.0993,-2.488,0,0.16899999999999998,119.98899999999999,4,0.479,8
Elektroman,7kkmUyf0hDJ9q5acLm2cRG,HongBong,0.00329,0.805,184816,0.444,0.9109999999999999,11,0.11199999999999999,-13.729000000000001,0,0.172,124.94,4,0.637,0
Houzemaster,3ApnzWi1txSYogHOLS6W2Y,Jungle Dungle,0.0061600000000000005,0.802,198504,0.175,0.866,7,0.115,-14.343,1,0.18,120.007,4,0.537,0
Houzemaster,48T2iujQHQ8YcQgFYJJV6P,Ripped Me Of,0.00023999999999999998,0.7140000000000001,197512,0.728,0.92,0,0.10400000000000001,-11.899000000000001,1,0.036000000000000004,120.00299999999999,4,0.617,0
Blossoms,3OAX0hCXuoZveDzCXAqMlI,I Can't Stand It - Bodhi Remix,0.0586,0.838,381134,0.9329999999999999,0.7120000000000001,11,0.0298,-7.037999999999999,0,0.0781,125.007,4,0.57,15
Eyal Golan,5CHgvRY6JOFGRfBm8a7rsG,האם להיות בך מאוהב,0.222,0.62,203078,0.494,0.0,0,0.122,-6.297999999999999,1,0.028999999999999998,114.945,4,0.19699999999999998,37
Myles Parrish,5AkYSoAKSxpGbhNq2cSudA,Go Crazy,0.013000000000000001,0.9209999999999999,161556,0.436,0.0,9,0.0623,-9.699,0,0.166,103.948,4,0.413,15
Jay Worthy,64d9oM4R3udXhqnPWSKzDN,Fantastic Four (feat. Iamsu!),0.0965,0.515,188813,0.843,0.0,6,0.41100000000000003,-6.882000000000001,1,0.268,94.531,4,0.65,18
Roland Mercier,02Xez9MMsGItXfopviLH4h,Brahma-Vihara,0.99,0.0662,166000,0.21600000000000003,0.877,2,0.126,-20.043,1,0.0431,66.382,4,0.0392,20
Fateh,2hcEkgUEk3jw4rKXz6q9tv,Gang Gang,0.013000000000000001,0.752,238333,0.688,0.0,5,0.231,-6.721,0,0.08199999999999999,144.039,4,0.368,33
Ought,6Nu1zZHBANq30u1uzt57nL,Pieces Wasted,0.0173,0.115,279907,0.8390000000000001,0.0241,2,0.122,-3.931,1,0.0626,198.946,4,0.0719,24
Xhino Slim,3DZLVnt2sZWEONR6EtI9yj,Luniik,0.0286,0.5760000000000001,110707,0.653,0.9309999999999999,7,0.127,-6.806,1,0.0464,100.00200000000001,4,0.778,0
Xhino Slim,5a3X8l33tJSWx6pD0xcrw9,Laji,0.0871,0.529,127504,0.775,0.8370000000000001,7,0.17800000000000002,-11.267999999999999,0,0.318,133.139,5,0.062,0
Xhino Slim,5Noz2cgDDr5eoya0W2wgcd,OByi,0.222,0.677,96026,0.40700000000000003,0.7070000000000001,9,0.0619,-10.565,1,0.0952,195.655,4,0.231,0
Scallops Hotel,0yvbFCETTN1hxjUR6YEy1p,Whereareewe,0.591,0.7340000000000001,173637,0.319,0.0332,10,0.0974,-13.193,0,0.40299999999999997,146.257,4,0.217,25
L.A. Salami,3XWBt25hScnOAYFNyhzx99,England Is Unwell,0.59,0.461,260570,0.498,0.0,6,0.19399999999999998,-7.534,1,0.0479,122.124,4,0.47600000000000003,22
Sleeping Baby Songs,4ojqVmx7pXxmiGTHBhCyYK,I Can Sing a Rainbow - Instrumental,0.809,0.853,94290,0.151,0.18100000000000002,8,0.16699999999999998,-14.299000000000001,1,0.275,77.936,4,0.46299999999999997,2
